# x rho u p
0.004585 1 0 1
0.004595 1 0 1
0.004605 1 0 1
0.004615 1 0 1
0.004625 1 0 1
0.004635 1 0 1
0.004645 1 0 1
0.004655 1 0 1
0.004665 1 0 1
0.004675 1 0 1
0.004685 1 0 1
0.004695 1 0 1
0.004705 1 0 1
0.004715 1 0 1
0.004725 1 0 1
0.004735 1 0 1
0.004745 1 0 1
0.004755 1 0 1
0.004765 1 0 1
0.004775 1 0 1
0.004785 1 0 1
0.004795 1 0 1
0.004805 1 0 1
0.004815 1 0 1
0.004825 1 0 1
0.004835 1 0 1
0.004845 1 0 1
0.004855 1 0 1
0.004865 1 0 1
0.004875 1 0 1
0.004885 1 0 1
0.004895 1 0 1
0.004905 1 0 1
0.004915 1 0 1
0.004925 1 0 1
0.004935 1 0 1
0.004945 1 0 1
0.004955 1 0 1
0.004965 1 0 1
0.004975 1 0 1
0.004985 1 0 1
0.004995 1 0 1
0.005005 1 0 1
0.005015 1 0 1
0.005025 1 0 1
0.005035 1 0 1
0.005045 1 0 1
0.005055 1 0 1
0.005065 1 0 1
0.005075 1 0 1
0.005085 1 0 1
0.005095 1 0 1
0.005105 1 0 1
0.005115 1 0 1
0.005125 1 0 1
0.005135 1 0 1
0.005145 1 0 1
0.005155 1 0 1
0.005165 1 0 1
0.005175 1 0 1
0.005185 1 0 1
0.005195 1 0 1
0.005205 1 0 1
0.005215 1 0 1
0.005225 1 0 1
0.005235 1 0 1
0.005245 1 0 1
0.005255 1 0 1
0.005265 1 0 1
0.005275 1 0 1
0.005285 1 0 1
0.005295 1 0 1
0.005305 1 0 1
0.005315 1 0 1
0.005325 1 0 1
0.005335 1 0 1
0.005345 1 0 1
0.005355 1 0 1
0.005365 1 0 1
0.005375 1 0 1
0.005385 1 0 1
0.005395 1 0 1
0.005405 1 0 1
0.005415 1 0 1
0.005425 1 0 1
0.005435 1 0 1
0.005445 1 0 1
0.005455 1 0 1
0.005465 1 0 1
0.005475 1 0 1
0.005485 1 0 1
0.005495 1 0 1
0.005505 1 0 1
0.005515 1 0 1
0.005525 1 0 1
0.005535 1 0 1
0.005545 1 0 1
0.005555 1 0 1
0.005565 1 0 1
0.005575 1 0 1
0.005585 1 0 1
0.005595 1 0 1
0.005605 1 0 1
0.005615 1 0 1
0.005625 1 0 1
0.005635 1 0 1
0.005645 1 0 1
0.005655 1 0 1
0.005665 1 0 1
0.005675 1 0 1
0.005685 1 0 1
0.005695 1 0 1
0.005705 1 0 1
0.005715 1 0 1
0.005725 1 0 1
0.005735 1 0 1
0.005745 1 0 1
0.005755 1 0 1
0.005765 1 0 1
0.005775 1 0 1
0.005785 1 0 1
0.005795 1 0 1
0.005805 1 0 1
0.005815 1 0 1
0.005825 1 0 1
0.005835 1 0 1
0.005845 1 0 1
0.005855 1 0 1
0.005865 1 0 1
0.005875 1 0 1
0.005885 1 0 1
0.005895 1 0 1
0.005905 1 0 1
0.005915 1 0 1
0.005925 1 0 1
0.005935 1 0 1
0.005945 1 0 1
0.005955 1 0 1
0.005965 1 0 1
0.005975 1 0 1
0.005985 1 0 1
0.005995 1 0 1
0.006005 1 0 1
0.006015 1 0 1
0.006025 1 0 1
0.006035 1 0 1
0.006045 1 0 1
0.006055 1 0 1
0.006065 1 0 1
0.006075 1 0 1
0.006085 1 0 1
0.006095 1 0 1
0.006105 1 0 1
0.006115 1 0 1
0.006125 1 0 1
0.006135 1 0 1
0.006145 1 0 1
0.006155 1 0 1
0.006165 1 0 1
0.006175 1 0 1
0.006185 1 0 1
0.006195 1 0 1
0.006205 1 0 1
0.006215 1 0 1
0.006225 1 0 1
0.006235 1 0 1
0.006245 1 0 1
0.006255 1 0 1
0.006265 1 0 1
0.006275 1 0 1
0.006285 1 0 1
0.006295 1 0 1
0.006305 1 0 1
0.006315 1 0 1
0.006325 1 0 1
0.006335 1 0 1
0.006345 1 0 1
0.006355 1 0 1
0.006365 1 0 1
0.006375 1 0 1
0.006385 1 0 1
0.006395 1 0 1
0.006405 1 0 1
0.006415 1 0 1
0.006425 1 0 1
0.006435 1 0 1
0.006445 1 0 1
0.006455 1 0 1
0.006465 1 0 1
0.006475 1 0 1
0.006485 1 0 1
0.006495 1 0 1
0.006505 1 0 1
0.006515 1 0 1
0.006525 1 0 1
0.006535 1 0 1
0.006545 1 0 1
0.006555 1 0 1
0.006565 1 0 1
0.006575 1 0 1
0.006585 1 0 1
0.006595 1 0 1
0.006605 1 0 1
0.006615 1 0 1
0.006625 1 0 1
0.006635 1 0 1
0.006645 1 0 1
0.006655 1 0 1
0.006665 1 0 1
0.006675 1 0 1
0.006685 1 0 1
0.006695 1 0 1
0.006705 1 0 1
0.006715 1 0 1
0.006725 1 0 1
0.006735 1 0 1
0.006745 1 0 1
0.006755 1 0 1
0.006765 1 0 1
0.006775 1 0 1
0.006785 1 0 1
0.006795 1 0 1
0.006805 1 0 1
0.006815 1 0 1
0.006825 1 0 1
0.006835 1 0 1
0.006845 1 0 1
0.006855 1 0 1
0.006865 1 0 1
0.006875 1 0 1
0.006885 1 0 1
0.006895 1 0 1
0.006905 1 0 1
0.006915 1 0 1
0.006925 1 0 1
0.006935 1 0 1
0.006945 1 0 1
0.006955 1 0 1
0.006965 1 0 1
0.006975 1 0 1
0.006985 1 0 1
0.006995 1 0 1
0.007005 1 0 1
0.007015 1 0 1
0.007025 1 0 1
0.007035 1 0 1
0.007045 1 0 1
0.007055 1 0 1
0.007065 1 0 1
0.007075 1 0 1
0.007085 1 0 1
0.007095 1 0 1
0.007105 1 0 1
0.007115 1 0 1
0.007125 1 0 1
0.007135 1 0 1
0.007145 1 0 1
0.007155 1 0 1
0.007165 1 0 1
0.007175 1 0 1
0.007185 1 0 1
0.007195 1 0 1
0.007205 1 0 1
0.007215 1 0 1
0.007225 1 0 1
0.007235 1 0 1
0.007245 1 0 1
0.007255 1 0 1
0.007265 1 0 1
0.007275 1 0 1
0.007285 1 0 1
0.007295 1 0 1
0.007305 1 0 1
0.007315 1 0 1
0.007325 1 0 1
0.007335 1 0 1
0.007345 1 0 1
0.007355 1 0 1
0.007365 1 0 1
0.007375 1 0 1
0.007385 1 0 1
0.007395 1 0 1
0.007405 1 0 1
0.007415 1 0 1
0.007425 1 0 1
0.007435 1 0 1
0.007445 1 0 1
0.007455 1 0 1
0.007465 1 0 1
0.007475 1 0 1
0.007485 1 0 1
0.007495 1 0 1
0.007505 1 0 1
0.007515 1 0 1
0.007525 1 0 1
0.007535 1 0 1
0.007545 1 0 1
0.007555 1 0 1
0.007565 1 0 1
0.007575 1 0 1
0.007585 1 0 1
0.007595 1 0 1
0.007605 1 0 1
0.007615 1 0 1
0.007625 1 0 1
0.007635 1 0 1
0.007645 1 0 1
0.007655 1 0 1
0.007665 1 0 1
0.007675 1 0 1
0.007685 1 0 1
0.007695 1 0 1
0.007705 1 0 1
0.007715 1 0 1
0.007725 1 0 1
0.007735 1 0 1
0.007745 1 0 1
0.007755 1 0 1
0.007765 1 0 1
0.007775 1 0 1
0.007785 1 0 1
0.007795 1 0 1
0.007805 1 0 1
0.007815 1 0 1
0.007825 1 0 1
0.007835 1 0 1
0.007845 1 0 1
0.007855 1 0 1
0.007865 1 0 1
0.007875 1 0 1
0.007885 1 0 1
0.007895 1 0 1
0.007905 1 0 1
0.007915 1 0 1
0.007925 1 0 1
0.007935 1 0 1
0.007945 1 0 1
0.007955 1 0 1
0.007965 1 0 1
0.007975 1 0 1
0.007985 1 0 1
0.007995 1 0 1
0.008005 1 0 1
0.008015 1 0 1
0.008025 1 0 1
0.008035 1 0 1
0.008045 1 0 1
0.008055 1 0 1
0.008065 1 0 1
0.008075 1 0 1
0.008085 1 0 1
0.008095 1 0 1
0.008105 1 0 1
0.008115 1 0 1
0.008125 1 0 1
0.008135 1 0 1
0.008145 1 0 1
0.008155 1 0 1
0.008165 1 0 1
0.008175 1 0 1
0.008185 1 0 1
0.008195 1 0 1
0.008205 1 0 1
0.008215 1 0 1
0.008225 1 0 1
0.008235 1 0 1
0.008245 1 0 1
0.008255 1 0 1
0.008265 1 0 1
0.008275 1 0 1
0.008285 1 0 1
0.008295 1 0 1
0.008305 1 0 1
0.008315 1 0 1
0.008325 1 0 1
0.008335 1 0 1
0.008345 1 0 1
0.008355 1 0 1
0.008365 1 0 1
0.008375 1 0 1
0.008385 1 0 1
0.008395 1 0 1
0.008405 1 0 1
0.008415 1 0 1
0.008425 1 0 1
0.008435 1 0 1
0.008445 1 0 1
0.008455 1 0 1
0.008465 1 0 1
0.008475 1 0 1
0.008485 1 0 1
0.008495 1 0 1
0.008505 1 0 1
0.008515 1 0 1
0.008525 1 0 1
0.008535 1 0 1
0.008545 1 0 1
0.008555 1 0 1
0.008565 1 0 1
0.008575 1 0 1
0.008585 1 0 1
0.008595 1 0 1
0.008605 1 0 1
0.008615 1 0 1
0.008625 1 0 1
0.008635 1 0 1
0.008645 1 0 1
0.008655 1 0 1
0.008665 1 0 1
0.008675 1 0 1
0.008685 1 0 1
0.008695 1 0 1
0.008705 1 0 1
0.008715 1 0 1
0.008725 1 0 1
0.008735 1 0 1
0.008745 1 0 1
0.008755 1 0 1
0.008765 1 0 1
0.008775 1 0 1
0.008785 1 0 1
0.008795 1 0 1
0.008805 1 0 1
0.008815 1 0 1
0.008825 1 0 1
0.008835 1 0 1
0.008845 1 0 1
0.008855 1 0 1
0.008865 1 0 1
0.008875 1 0 1
0.008885 1 0 1
0.008895 1 0 1
0.008905 1 0 1
0.008915 1 0 1
0.008925 1 0 1
0.008935 1 0 1
0.008945 1 0 1
0.008955 1 0 1
0.008965 1 0 1
0.008975 1 0 1
0.008985 1 0 1
0.008995 1 0 1
0.009005 1 0 1
0.009015 1 0 1
0.009025 1 0 1
0.009035 1 0 1
0.009045 1 0 1
0.009055 1 0 1
0.009065 1 0 1
0.009075 1 0 1
0.009085 1 0 1
0.009095 1 0 1
0.009105 1 0 1
0.009115 1 0 1
0.009125 1 0 1
0.009135 1 0 1
0.009145 1 0 1
0.009155 1 0 1
0.009165 1 0 1
0.009175 1 0 1
0.009185 1 0 1
0.009195 1 0 1
0.009205 1 0 1
0.009215 1 0 1
0.009225 1 0 1
0.009235 1 0 1
0.009245 1 0 1
0.009255 1 0 1
0.009265 1 0 1
0.009275 1 0 1
0.009285 1 0 1
0.009295 1 0 1
0.009305 1 0 1
0.009315 1 0 1
0.009325 1 0 1
0.009335 1 0 1
0.009345 1 0 1
0.009355 1 0 1
0.009365 1 0 1
0.009375 1 0 1
0.009385 1 0 1
0.009395 1 0 1
0.009405 1 0 1
0.009415 1 0 1
0.009425 1 0 1
0.009435 1 0 1
0.009445 1 0 1
0.009455 1 0 1
0.009465 1 0 1
0.009475 1 0 1
0.009485 1 0 1
0.009495 1 0 1
0.009505 1 0 1
0.009515 1 0 1
0.009525 1 0 1
0.009535 1 0 1
0.009545 1 0 1
0.009555 1 0 1
0.009565 1 0 1
0.009575 1 0 1
0.009585 1 0 1
0.009595 1 0 1
0.009605 1 0 1
0.009615 1 0 1
0.009625 1 0 1
0.009635 1 0 1
0.009645 1 0 1
0.009655 1 0 1
0.009665 1 0 1
0.009675 1 0 1
0.009685 1 0 1
0.009695 1 0 1
0.009705 1 0 1
0.009715 1 0 1
0.009725 1 0 1
0.009735 1 0 1
0.009745 1 0 1
0.009755 1 0 1
0.009765 1 0 1
0.009775 1 0 1
0.009785 1 0 1
0.009795 1 0 1
0.009805 1 0 1
0.009815 1 0 1
0.009825 1 0 1
0.009835 1 0 1
0.009845 1 0 1
0.009855 1 0 1
0.009865 1 0 1
0.009875 1 0 1
0.009885 1 0 1
0.009895 1 0 1
0.009905 1 0 1
0.009915 1 0 1
0.009925 1 0 1
0.009935 1 0 1
0.009945 1 0 1
0.009955 1 0 1
0.009965 1 0 1
0.009975 1 0 1
0.009985 1 0 1
0.009995 1 0 1
0.010005 1 0 1
0.010015 1 0 1
0.010025 1 0 1
0.010035 1 0 1
0.010045 1 0 1
0.010055 1 0 1
0.010065 1 0 1
0.010075 1 0 1
0.010085 1 0 1
0.010095 1 0 1
0.010105 1 0 1
0.010115 1 0 1
0.010125 1 0 1
0.010135 1 0 1
0.010145 1 0 1
0.010155 1 0 1
0.010165 1 0 1
0.010175 1 0 1
0.010185 1 0 1
0.010195 1 0 1
0.010205 1 0 1
0.010215 1 0 1
0.010225 1 0 1
0.010235 1 0 1
0.010245 1 0 1
0.010255 1 0 1
0.010265 1 0 1
0.010275 1 0 1
0.010285 1 0 1
0.010295 1 0 1
0.010305 1 0 1
0.010315 1 0 1
0.010325 1 0 1
0.010335 1 0 1
0.010345 1 0 1
0.010355 1 0 1
0.010365 1 0 1
0.010375 1 0 1
0.010385 1 0 1
0.010395 1 0 1
0.010405 1 0 1
0.010415 1 0 1
0.010425 1 0 1
0.010435 1 0 1
0.010445 1 0 1
0.010455 1 0 1
0.010465 1 0 1
0.010475 1 0 1
0.010485 1 0 1
0.010495 1 0 1
0.010505 1 0 1
0.010515 1 0 1
0.010525 1 0 1
0.010535 1 0 1
0.010545 1 0 1
0.010555 1 0 1
0.010565 1 0 1
0.010575 1 0 1
0.010585 1 0 1
0.010595 1 0 1
0.010605 1 0 1
0.010615 1 0 1
0.010625 1 0 1
0.010635 1 0 1
0.010645 1 0 1
0.010655 1 0 1
0.010665 1 0 1
0.010675 1 0 1
0.010685 1 0 1
0.010695 1 0 1
0.010705 1 0 1
0.010715 1 0 1
0.010725 1 0 1
0.010735 1 0 1
0.010745 1 0 1
0.010755 1 0 1
0.010765 1 0 1
0.010775 1 0 1
0.010785 1 0 1
0.010795 1 0 1
0.010805 1 0 1
0.010815 1 0 1
0.010825 1 0 1
0.010835 1 0 1
0.010845 1 0 1
0.010855 1 0 1
0.010865 1 0 1
0.010875 1 0 1
0.010885 1 0 1
0.010895 1 0 1
0.010905 1 0 1
0.010915 1 0 1
0.010925 1 0 1
0.010935 1 0 1
0.010945 1 0 1
0.010955 1 0 1
0.010965 1 0 1
0.010975 1 0 1
0.010985 1 0 1
0.010995 1 0 1
0.011005 1 0 1
0.011015 1 0 1
0.011025 1 0 1
0.011035 1 0 1
0.011045 1 0 1
0.011055 1 0 1
0.011065 1 0 1
0.011075 1 0 1
0.011085 1 0 1
0.011095 1 0 1
0.011105 1 0 1
0.011115 1 0 1
0.011125 1 0 1
0.011135 1 0 1
0.011145 1 0 1
0.011155 1 0 1
0.011165 1 0 1
0.011175 1 0 1
0.011185 1 0 1
0.011195 1 0 1
0.011205 1 0 1
0.011215 1 0 1
0.011225 1 0 1
0.011235 1 0 1
0.011245 1 0 1
0.011255 1 0 1
0.011265 1 0 1
0.011275 1 0 1
0.011285 1 0 1
0.011295 1 0 1
0.011305 1 0 1
0.011315 1 0 1
0.011325 1 0 1
0.011335 1 0 1
0.011345 1 0 1
0.011355 1 0 1
0.011365 1 0 1
0.011375 1 0 1
0.011385 1 0 1
0.011395 1 0 1
0.011405 1 0 1
0.011415 1 0 1
0.011425 1 0 1
0.011435 1 0 1
0.011445 1 0 1
0.011455 1 0 1
0.011465 1 0 1
0.011475 1 0 1
0.011485 1 0 1
0.011495 1 0 1
0.011505 1 0 1
0.011515 1 0 1
0.011525 1 0 1
0.011535 1 0 1
0.011545 1 0 1
0.011555 1 0 1
0.011565 1 0 1
0.011575 1 0 1
0.011585 1 0 1
0.011595 1 0 1
0.011605 1 0 1
0.011615 1 0 1
0.011625 1 0 1
0.011635 1 0 1
0.011645 1 0 1
0.011655 1 0 1
0.011665 1 0 1
0.011675 1 0 1
0.011685 1 0 1
0.011695 1 0 1
0.011705 1 0 1
0.011715 1 0 1
0.011725 1 0 1
0.011735 1 0 1
0.011745 1 0 1
0.011755 1 0 1
0.011765 1 0 1
0.011775 1 0 1
0.011785 1 0 1
0.011795 1 0 1
0.011805 1 0 1
0.011815 1 0 1
0.011825 1 0 1
0.011835 1 0 1
0.011845 1 0 1
0.011855 1 0 1
0.011865 1 0 1
0.011875 1 0 1
0.011885 1 0 1
0.011895 1 0 1
0.011905 1 0 1
0.011915 1 0 1
0.011925 1 0 1
0.011935 1 0 1
0.011945 1 0 1
0.011955 1 0 1
0.011965 1 0 1
0.011975 1 0 1
0.011985 1 0 1
0.011995 1 0 1
0.012005 1 0 1
0.012015 1 0 1
0.012025 1 0 1
0.012035 1 0 1
0.012045 1 0 1
0.012055 1 0 1
0.012065 1 0 1
0.012075 1 0 1
0.012085 1 0 1
0.012095 1 0 1
0.012105 1 0 1
0.012115 1 0 1
0.012125 1 0 1
0.012135 1 0 1
0.012145 1 0 1
0.012155 1 0 1
0.012165 1 0 1
0.012175 1 0 1
0.012185 1 0 1
0.012195 1 0 1
0.012205 1 0 1
0.012215 1 0 1
0.012225 1 0 1
0.012235 1 0 1
0.012245 1 0 1
0.012255 1 0 1
0.012265 1 0 1
0.012275 1 0 1
0.012285 1 0 1
0.012295 1 0 1
0.012305 1 0 1
0.012315 1 0 1
0.012325 1 0 1
0.012335 1 0 1
0.012345 1 0 1
0.012355 1 0 1
0.012365 1 0 1
0.012375 1 0 1
0.012385 1 0 1
0.012395 1 0 1
0.012405 1 0 1
0.012415 1 0 1
0.012425 1 0 1
0.012435 1 0 1
0.012445 1 0 1
0.012455 1 0 1
0.012465 1 0 1
0.012475 1 0 1
0.012485 1 0 1
0.012495 1 0 1
0.012505 1 0 1
0.012515 1 0 1
0.012525 1 0 1
0.012535 1 0 1
0.012545 1 0 1
0.012555 1 0 1
0.012565 1 0 1
0.012575 1 0 1
0.012585 1 0 1
0.012595 1 0 1
0.012605 1 0 1
0.012615 1 0 1
0.012625 1 0 1
0.012635 1 0 1
0.012645 1 0 1
0.012655 1 0 1
0.012665 1 0 1
0.012675 1 0 1
0.012685 1 0 1
